atlas_region,atlas_index
LH_DorsAttn_Post_13,81
LH_DorsAttn_Post_14,82
LH_DorsAttn_Post_15,83
LH_DorsAttn_Post_16,84
LH_DorsAttn_Post_17,85
LH_DorsAttn_FEF_1,86
LH_DorsAttn_FEF_2,87
LH_DorsAttn_FEF_3,88
LH_DorsAttn_FEF_4,89
LH_DorsAttn_PrCv_1,90
LH_DorsAttn_PrCv_2,91
LH_SalVentAttn_ParOper_1,92
LH_SalVentAttn_ParOper_2,93
LH_SalVentAttn_ParOper_3,94
LH_SalVentAttn_ParOper_4,95
LH_SalVentAttn_TempOcc_1,96
LH_SalVentAttn_FrOper_1,97
LH_SalVentAttn_FrOper_2,98
LH_SalVentAttn_FrOper_3,99
LH_SalVentAttn_FrOper_4,100
LH_SalVentAttn_FrOper_5,101
LH_SalVentAttn_FrOper_6,102
LH_SalVentAttn_FrOper_7,103
LH_SalVentAttn_FrOper_8,104
LH_SalVentAttn_FrOper_9,105
LH_SalVentAttn_PFCl_1,106
LH_SalVentAttn_Med_1,107
LH_SalVentAttn_Med_2,108
LH_SalVentAttn_Med_3,109
LH_SalVentAttn_Med_4,110
LH_SalVentAttn_Med_5,111
LH_SalVentAttn_Med_6,112
LH_SalVentAttn_Med_7,113
LH_Limbic_OFC_1,114
LH_Limbic_OFC_2,115
LH_Limbic_OFC_3,116
LH_Limbic_OFC_4,117
LH_Limbic_OFC_5,118
LH_Limbic_TempPole_1,119
LH_Limbic_TempPole_2,120
LH_Limbic_TempPole_3,121
LH_Limbic_TempPole_4,122
LH_Limbic_TempPole_5,123
LH_Limbic_TempPole_6,124
LH_Limbic_TempPole_7,125
LH_Limbic_TempPole_8,126
LH_Cont_Par_1,127
LH_Cont_Par_2,128
LH_Cont_Par_3,129
LH_Cont_Par_4,130
LH_Cont_Par_5,131
LH_Cont_Par_6,132
LH_Cont_Temp_1,133
LH_Cont_PFCl_1,134
LH_Cont_PFCl_2,135
LH_Cont_PFCl_3,136
LH_Cont_PFCl_4,137
LH_Cont_PFCl_5,138
LH_Cont_PFCl_6,139
LH_Cont_PFCl_7,140
LH_Cont_PFCl_8,141
LH_Cont_PFCl_9,142
LH_Cont_PFCv_1,143
LH_Cont_pCun_1,144
LH_Cont_pCun_2,145
LH_Cont_Cing_1,146
LH_Cont_Cing_2,147
LH_Cont_PFCmp_1,148
LH_Default_Temp_1,149
LH_Default_Temp_2,150
LH_Default_Temp_3,151
LH_Default_Temp_4,152
LH_Default_Temp_5,153
LH_Default_Temp_6,154
LH_Default_Temp_7,155
LH_Default_Temp_8,156
LH_Default_Temp_9,157
LH_Default_Temp_10,158
LH_Default_Temp_11,159
LH_Default_Temp_12,160
LH_Default_Temp_13,161
LH_Default_Temp_14,162
LH_Default_Temp_15,163
LH_Default_Temp_16,164
LH_Default_Temp_17,165
LH_Default_PFC_1,166
LH_Default_PFC_2,167
LH_Default_PFC_3,168
LH_Default_PFC_4,169
LH_Default_PFC_5,170
LH_Default_PFC_6,171
LH_Default_PFC_7,172
LH_Default_PFC_8,173
LH_Default_PFC_9,174
LH_Default_PFC_10,175
LH_Default_PFC_11,176
LH_Default_PFC_12,177
LH_Default_PFC_13,178
LH_Default_PFC_14,179
LH_Default_PFC_15,180
LH_Default_PFC_16,181
LH_Default_PFC_17,182
LH_Default_PFC_18,183
LH_Default_PFC_19,184
LH_Default_PFC_20,185
LH_Default_PFC_21,186
LH_Default_PFC_22,187
LH_Default_PFC_23,188
LH_Default_PFC_24,189
LH_Default_PCC_1,190
LH_Default_PCC_2,191
LH_Default_PCC_3,192
LH_Default_PCC_4,193
LH_Default_PCC_5,194
LH_Default_PCC_6,195
LH_Default_PCC_7,196
LH_Default_PCC_8,197
LH_Default_PCC_9,198
LH_Default_PCC_10,199
LH_Default_PCC_11,200
RH_Vis_1,201
RH_Vis_2,202
RH_Vis_3,203
RH_Vis_4,204
RH_Vis_5,205
RH_Vis_6,206
RH_Vis_7,207
RH_Vis_8,208
RH_Vis_9,209
RH_Vis_10,210
RH_Vis_11,211
RH_Vis_12,212
RH_Vis_13,213
RH_Vis_14,214
RH_Vis_15,215
RH_Vis_16,216
RH_Vis_17,217
RH_Vis_18,218
RH_Vis_19,219
RH_Vis_20,220
RH_Vis_21,221
RH_Vis_22,222
RH_Vis_23,223
RH_Vis_24,224
RH_Vis_25,225
RH_Vis_26,226
RH_Vis_27,227
RH_Vis_28,228
RH_Vis_29,229
RH_Vis_30,230
RH_SomMot_1,231
RH_SomMot_2,232
RH_SomMot_3,233
RH_SomMot_4,234
RH_SomMot_5,235
RH_SomMot_6,236
RH_SomMot_7,237
RH_SomMot_8,238
RH_SomMot_9,239
RH_SomMot_10,240
RH_SomMot_11,241
RH_SomMot_12,242
RH_SomMot_13,243
RH_SomMot_14,244
RH_SomMot_15,245
RH_SomMot_16,246
RH_SomMot_17,247
RH_SomMot_18,248
RH_SomMot_19,249
RH_SomMot_20,250
RH_SomMot_21,251
RH_SomMot_22,252
RH_SomMot_23,253
RH_SomMot_24,254
RH_SomMot_25,255
RH_SomMot_26,256
RH_SomMot_27,257
RH_SomMot_28,258
RH_SomMot_29,259
RH_SomMot_30,260
RH_SomMot_31,261
RH_SomMot_32,262
RH_SomMot_33,263
RH_SomMot_34,264
RH_SomMot_35,265
RH_SomMot_36,266
RH_SomMot_37,267
RH_SomMot_38,268
RH_SomMot_39,269
RH_SomMot_40,270
RH_DorsAttn_Post_1,271
RH_DorsAttn_Post_2,272
RH_DorsAttn_Post_3,273
RH_DorsAttn_Post_4,274
RH_DorsAttn_Post_5,275
RH_DorsAttn_Post_6,276
RH_DorsAttn_Post_7,277
RH_DorsAttn_Post_8,278
RH_DorsAttn_Post_9,279
RH_DorsAttn_Post_10,280
RH_DorsAttn_Post_11,281
RH_DorsAttn_Post_12,282
RH_DorsAttn_Post_13,283
RH_DorsAttn_Post_14,284
RH_DorsAttn_Post_15,285
RH_DorsAttn_Post_16,286
RH_DorsAttn_Post_17,287
RH_DorsAttn_Post_18,288
RH_DorsAttn_Post_19,289
RH_DorsAttn_FEF_1,290
RH_DorsAttn_FEF_2,291
RH_DorsAttn_FEF_3,292
RH_DorsAttn_PrCv_1,293
RH_SalVentAttn_TempOccPar_1,294
RH_SalVentAttn_TempOccPar_2,295
RH_SalVentAttn_TempOccPar_3,296
RH_SalVentAttn_TempOccPar_4,297
RH_SalVentAttn_TempOccPar_5,298
RH_SalVentAttn_TempOccPar_6,299
RH_SalVentAttn_TempOccPar_7,300
RH_SalVentAttn_PrC_1,301
RH_SalVentAttn_FrOper_1,302
RH_SalVentAttn_FrOper_2,303
RH_SalVentAttn_FrOper_3,304
RH_SalVentAttn_FrOper_4,305
RH_SalVentAttn_FrOper_5,306
RH_SalVentAttn_FrOper_6,307
RH_SalVentAttn_FrOper_7,308
RH_SalVentAttn_FrOper_8,309
RH_SalVentAttn_PFCl_1,310
RH_SalVentAttn_Med_1,311
RH_SalVentAttn_Med_2,312
RH_SalVentAttn_Med_3,313
RH_SalVentAttn_Med_4,314
RH_SalVentAttn_Med_5,315
RH_SalVentAttn_Med_6,316
RH_SalVentAttn_Med_7,317
RH_SalVentAttn_Med_8,318
RH_Limbic_OFC_1,319
RH_Limbic_OFC_2,320
RH_Limbic_OFC_3,321
RH_Limbic_OFC_4,322
RH_Limbic_OFC_5,323
RH_Limbic_OFC_6,324
RH_Limbic_TempPole_1,325
RH_Limbic_TempPole_2,326
RH_Limbic_TempPole_3,327
RH_Limbic_TempPole_4,328
RH_Limbic_TempPole_5,329
RH_Limbic_TempPole_6,330
RH_Limbic_TempPole_7,331
RH_Cont_Par_1,332
RH_Cont_Par_2,333
RH_Cont_Par_3,334
RH_Cont_Par_4,335
RH_Cont_Par_5,336
RH_Cont_Par_6,337
RH_Cont_Temp_1,338
RH_Cont_Temp_2,339
RH_Cont_PFCv_1,340
RH_Cont_PFCl_1,341
RH_Cont_PFCl_2,342
RH_Cont_PFCl_3,343
RH_Cont_PFCl_4,344
RH_Cont_PFCl_5,345
RH_Cont_PFCl_6,346
RH_Cont_PFCl_7,347
RH_Cont_PFCl_8,348
RH_Cont_PFCl_9,349
RH_Cont_PFCl_10,350
RH_Cont_PFCl_11,351
RH_Cont_PFCl_12,352
RH_Cont_PFCl_13,353
RH_Cont_PFCl_14,354
RH_Cont_PFCl_15,355
RH_Cont_pCun_1,356
RH_Cont_pCun_2,357
RH_Cont_Cing_1,358
RH_Cont_Cing_2,359
RH_Cont_PFCmp_1,360
RH_Cont_PFCmp_2,361
RH_Default_Par_1,362
RH_Default_Par_2,363
RH_Default_Par_3,364
RH_Default_Par_4,365
RH_Default_Par_5,366
RH_Default_Temp_1,367
RH_Default_Temp_2,368
RH_Default_Temp_3,369
RH_Default_Temp_4,370
RH_Default_Temp_5,371
RH_Default_Temp_6,372
RH_Default_Temp_7,373
RH_Default_Temp_8,374
RH_Default_PFCv_1,375
RH_Default_PFCv_2,376
RH_Default_PFCv_3,377
RH_Default_PFCv_4,378
RH_Default_PFCm_1,379
RH_Default_PFCm_2,380
RH_Default_PFCm_3,381
RH_Default_PFCm_4,382
RH_Default_PFCm_5,383
RH_Default_PFCm_6,384
RH_Default_PFCm_7,385
RH_Default_PFCm_8,386
RH_Default_PFCm_9,387
RH_Default_PFCm_10,388
RH_Default_PFCm_11,389
RH_Default_PFCm_12,390
RH_Default_PFCm_13,391
RH_Default_PCC_1,392
RH_Default_PCC_2,393
RH_Default_PCC_3,394
RH_Default_PCC_4,395
RH_Default_PCC_5,396
RH_Default_PCC_6,397
RH_Default_PCC_7,398
RH_Default_PCC_8,399
RH_Default_PCC_9,400
